ID,vehID,Delay,RedArrival,SplitFailure,SignalID,ApproachDirection,TravelDirection,ETT,TravelTime,ExitStatus,Day,Stops,Uturn
40,092d096d612ebad5c81a75e3476d8935f0b9be8e,0.45300,No,No,1037,Northbound,Straight,7.456,7.909,NULL,1,0,No
41,096d6466e5d1a0846dd4762c31ebc2100c240ddf,0.00000,NULL,NULL,1037,Westbound,Straight,9.587,7.608,NULL,1,0,No
42,098b06799ba097f39adc42eb1f1de5833f19e42d,21.63800,No,No,1037,Eastbound,Straight,9.587,31.225,NULL,1,1,No
43,09f2c9c5be90430b81743570b0bad051ee79021e,9.89100,No,No,1037,Westbound,Right,9.587,19.478,NULL,1,0,No
44,0a3a656a073bc3c093d2e419a8766814a851eb42,0.14600,Yes,No,1037,Westbound,Straight,9.587,9.733,NULL,1,0,No
45,0ab0299857695d0f96c801188ed6308cf5976642,86.39600,Yes,No,1037,Westbound,Straight,9.587,95.983,NULL,1,1,No
46,0ad1cc57706fe42e1a7762889e2d1b8db9974c53,5.97200,NULL,NULL,1037,Westbound,Straight,9.587,15.559,NULL,1,0,No
47,0b286339602385c6a6c2ef608e8e42874c1cbd2a,88.46800,Yes,No,1037,Westbound,Straight,9.587,98.055,NULL,1,1,No
48,0ba568afa636021cec4afe6b1d150247d91073a2,0.00000,No,No,1037,Westbound,Straight,9.587,9.274,NULL,1,0,No
49,0c24df21efced1977c46db47c38f787809ed3be3,5.04300,Yes,No,1037,Westbound,Right,9.587,14.630,NULL,1,0,No
50,0c9e5ef0cfca6dc09d02feacc47c267f84245a51,17.57300,No,No,1037,Eastbound,Straight,9.587,27.160,NULL,1,1,No
51,0d0fac3b9983d1eb2d6d3a9bfb917d94683b8490,95.34700,NULL,NULL,1037,Westbound,Straight,9.587,104.934,NULL,1,1,No
52,0d48301311b84b6bb35cd2f79751440b4b74d464,0.00000,No,No,1037,Westbound,Straight,9.587,7.628,NULL,1,0,No
53,0d4845deb764ddafbe175b2a70117bb729e2dd5f,3.62000,Yes,No,1037,Westbound,Straight,9.587,13.207,NULL,1,0,No
54,0d6f3b0d8baf41957ed7658f56091f607103b0d7,69.28600,Yes,No,1037,Northbound,Left,7.456,76.742,NULL,1,1,No
55,0d928e7ed472453531853e482502b75f40db4131,52.51200,Yes,No,1037,Westbound,Straight,9.587,62.099,NULL,1,1,No
56,0d995e048786fb5a11c913fc80b84914ff1284e3,3.84600,No,No,1037,Northbound,Right,7.456,11.302,NULL,1,0,No
57,0db493b4ff590321047c0da659634bf1e83a77a7,5.76100,No,No,1037,Westbound,Straight,9.587,15.348,NULL,1,0,No
58,0dcc936f3de69c5ae35a5d296af6fef22715cb33,112.41700,Yes,No,1037,Westbound,Straight,9.587,122.004,NULL,1,1,No
59,0e5ca73874ce2e8ed7ff3f0fc9c7a1401e0a2467,0.00000,No,No,1037,Westbound,Straight,9.587,8.352,NULL,1,0,No
60,0e82f1e03a67a08fb5955e582eec7006500e598b,0.35100,No,No,1037,Westbound,Straight,9.587,9.938,NULL,1,0,No
61,0ea55e8af5ad805724fd8eb9b6a882c0b4908657,60.00700,Yes,No,1037,Westbound,Straight,9.587,69.594,NULL,1,1,No
62,0ece385ed9e1862907913cebef6eee012ca45fbf,20.82300,Yes,No,1037,Westbound,Straight,9.587,30.410,NULL,1,1,No
63,0eef08b2a570255c47ddbdcbb25ccf9073e4d9ef,51.56300,Yes,No,1037,Westbound,Straight,9.587,61.150,NULL,1,1,No
64,0f1a68f643faa96bb5a3c1f5e4f816dbfc35f1f1,0.00000,NULL,NULL,1037,Westbound,Straight,9.587,8.368,NULL,1,0,No
65,0f9719954df9fe1dd39e043ad8e06933964e535e,22.62300,Yes,No,1037,Westbound,Straight,9.587,32.210,NULL,1,1,No
66,0fb3989bb2a697ddef814785608e0b4d0ed2e5a6,6.11700,Yes,No,1037,Westbound,Straight,9.587,15.704,NULL,1,0,No
67,0fba43f67c1732b3d570995fad7a959cf2757d6f,30.14600,Yes,No,1037,Westbound,Straight,9.587,39.733,NULL,1,1,No
68,0fc8d2963d5a05359765bd89b951664c14e6a175,31.46200,Yes,No,1037,Northbound,Right,7.456,38.918,NULL,1,1,No
69,103c8996cf821cd44c591b5b675ce0c66aa64c70,90.93500,No,No,1037,Westbound,Straight,9.587,100.522,NULL,1,1,No
70,119b70400cb0c503cba9f47cdeb1bdb61514cb91,102.64500,NULL,NULL,1037,Northbound,Straight,7.456,110.101,NULL,1,1,No
71,11c221c8dbf5b93071adce004108e998d1f4b18a,11.95600,NULL,NULL,1037,Westbound,Left,9.587,21.543,NULL,1,1,No
72,11d24cf20c90fb3d6f23aa3a6cfde273b33950f4,1.76400,Yes,No,1037,Westbound,Straight,9.587,11.351,NULL,1,0,No
73,11f6fa1bd17e6e5489272974a530b61be813de7b,51.24700,NULL,NULL,1037,Westbound,Straight,9.587,60.834,NULL,1,1,No
74,124dbeda807a4e8cfbab9d873d1e35acdc2f6105,14.27800,Yes,No,1037,Westbound,Straight,9.587,23.865,NULL,1,1,No
75,12777de21612c1cf94740e06bd04a8e656cba3e8,0.00000,No,No,1037,Westbound,Straight,9.587,8.423,NULL,1,0,No
76,12b07f4f4c09b342cb8fbe99d13c6785695b4c37,24.74700,Yes,No,1037,Westbound,Straight,9.587,34.334,NULL,1,1,No
77,12cd4bfa07ac20d48b3c8813d2b1aae1a0b6b35c,66.47600,Yes,No,1037,Northbound,Straight,7.456,73.932,NULL,1,1,No
