ID,vehID,EntryTime,ExitTime,TravelDirection,ApproachDirection,Day,SignalID,Stops,Uturn
3586,ab876a391ca3433697bb860b90650b60a697adff,"2021-07-02 09:39:08.827","2021-07-02 09:39:20.007",Straight,Eastbound,3,1113,0,No
3587,abe6480544953f2c795622eb22f4e6eb6aca84cc,"2021-07-02 07:04:21.201","2021-07-02 07:10:43.032",Straight,Westbound,3,1113,2,No
3588,ac23eaa3c1f2a4d4b8ff21e061355ccde5b25025,"2021-07-02 14:15:38.845","2021-07-02 14:17:36.288",Straight,Eastbound,3,1113,1,No
3589,ac8a6f0104b6affc38fa6071618892fd3a79ef53,"2021-07-02 09:24:44.076","2021-07-02 09:24:56.138",Straight,Westbound,3,1113,0,No
3590,acef3b7b54d8306372142c31617e6da41e368962,"2021-07-02 14:35:37.532","2021-07-02 14:35:55.694",Straight,Westbound,3,1113,0,No
3591,ad12556466eb122e95495d34cd2feb6561478183,"2021-07-02 11:11:53.406","2021-07-02 11:12:01.703",Straight,Eastbound,3,1113,0,No
3592,ad172e7dd70b9c537c41226324c5ec475a5f6452,"2021-07-02 12:36:07.665","2021-07-02 12:36:30.530",Right,Eastbound,3,1113,0,No
3593,ad3f36b5609972fcdb17c2897cded805f9f71a21,"2021-07-01 17:41:14.899","2021-07-01 17:43:25.103",Right,Southbound,3,1113,1,No
3594,ae1f362afdeacf54c259a5920606d27059f6be97,"2021-07-02 14:28:17.307","2021-07-02 14:29:42.191",Straight,Eastbound,3,1113,1,No
3595,ae76df8422d49900f3553e4bf793cd6c8f2b470e,"2021-07-02 10:25:11.106","2021-07-02 10:25:24.257",Right,Eastbound,3,1113,0,No
3596,aec44cc8ff2209a42f5e4c064e9fce927c8432c7,"2021-07-02 14:34:10.611","2021-07-02 14:34:47.706",Straight,Northbound,3,1113,1,No
3597,aed9af6b979b4c2026f63cc0f38f9e01b875ef39,"2021-07-02 03:35:10.846","2021-07-02 03:35:22.915",Straight,Eastbound,3,1113,0,No
3598,aee1a4a1d283513d01f20920bd187203557fca3f,"2021-07-02 10:21:25.179","2021-07-02 10:22:33.946",Left,Southbound,3,1113,1,Yes
3599,aef4e39d04d198fa566d3c0adad157bfa596cf30,"2021-07-02 07:53:49.070","2021-07-02 07:55:53.466",Right,Southbound,3,1113,1,No
3600,af1c8ca0e5aafa0171259ccf825b5c269aa3e215,"2021-07-02 06:03:00.770","2021-07-02 06:04:28.901",Left,Southbound,3,1113,1,Yes
3601,af30e50eb4bdcc90c828743fe327b5bdf4fdc148,"2021-07-02 15:52:13.876","2021-07-02 15:53:36.674",Straight,Eastbound,3,1113,1,No
3602,af51384f6496e34dbdbb01138f3155553d61d724,"2021-07-02 16:19:33.262","2021-07-02 16:20:24.095",Straight,Eastbound,3,1113,1,No
3603,af5bbcb80cef39755fff5fd56118d75a23475cec,"2021-07-01 18:55:57.747","2021-07-01 18:56:09.179",Straight,Eastbound,3,1113,0,No
3604,afc36807107aafefc8846097963d48bca3fbb4b3,"2021-07-02 07:57:10.615","2021-07-02 07:58:46.784",Straight,Northbound,3,1113,1,No
3605,afc3e3a0fca6e7031e46539a4cae9393c8a7cf0d,"2021-07-02 06:04:20.842","2021-07-02 06:05:14.733",Straight,Southbound,3,1113,1,No
